,index,arg_id,prev_arg_id,Argument,Concern1,Concern2,depth,Concern3,Concern4,Concern5
254,73,Depth4_273,Depth3_52,"A student that is willing to take that loan, is really willing to study hard and appreciates the value of the degree, in contrary with the one that got there easily, without thinking the importance of studying.",loan,,4,,,
255,74,Depth4_279,Depth3_53,The government should step out then and leave it to the banks to take the risk. Anyway with higher taxes and cheap education there would be plenty of educated unemployed to pay by the Government.,tax,government,4,,,
256,75,Depth4_287,Depth3_53,"Higher taxes would negatively affect anyone who did not go to university unfairly, making society pay for students who refuse to pay back their loans.",loan,tax,4,,,
257,76,Depth4_288,Depth3_53,"It is unfair to expect the whole of the country to pay for degrees without seeing the benefits, there are so many areas that need more funding that could cause the taxes to.increase that would offer more value than free university",free,tax,4,,,
258,77,Depth4_290,Depth3_54,But if there are more people that go to the university it means they can afford it. ,afford,,4,,,
259,78,Depth4_291,Depth3_54,"It is open and available for many, even for mature students. If you know want you want, taking loan will not stay on the way",loan,,4,,,
260,79,Depth4_292,Depth3_54,"This is another concern of the Government, but all people should have access to the same possibilities, whether they are disadvantaged or not.",access,government,4,,,
261,80,Depth4_295,Depth3_54,People also have higher paying jobs and they are already being taxed enough for other services.,job,,4,,,
262,81,Depth4_298,Depth3_54,"The debt doesn't count against someone's credit score and is largely ignored, if they started earning less they would stop paying it back. Percentage wise there are more people going to university",debt,,4,,,
263,82,Depth4_301,Depth3_55,There is no general issues to take the loan out if you reside in UK and the fee is only paid back after certain amount is earned and not earlier than one year after you get a degree,loan,,4,,,
264,83,Depth4_303,Depth3_55,"The students that really want to specialize in a field can find a part-time job for a while, which would lighten the burden of the loan.",loan,job,4,,,
265,84,Depth4_308,Depth3_55,"A degree is not a right, an opportunity to have one is. The loans are accessible and so people have the choice, if they are unwilling to take on the debt then they chose not to.",loan,debt,4,,,
266,85,Depth4_312,Depth3_56,The loans must depend on each person after completing the studies. And a person has to take the studies to develop in education to get a good job.,loan,job,4,,,
267,86,Depth4_315,Depth3_56,This forces the students to be more committed and show better effort in their education so they are ensured a better job.,job,,4,,,
268,87,Depth4_318,Depth3_56,It works for the people who get the jobs who can pay it back without negatively impacting those who do not get a well paid job. The less well paid people would be impacted more through an increase in all taxation than the current payback process.,job,,4,,,
269,88,Depth4_321,Depth3_61,"Then they can seek a degree abroad in cheaper locations in the EU, or look for scholarships and tuition fee waivers.",scholarship,,4,,,
270,89,Depth4_325,Depth3_61,The higher education with their commitment will also give them a better job and pay.,job,,4,,,
271,90,Depth4_327,Depth3_61,"There are student loans and extra help available to those who come from a lower financial background. If they want it badly, they will look around and take help from these options. ",loan,background,4,,,
272,91,Depth4_330,Depth3_62,A loan may not be good for a student but maybe ensures that the student will take advantage of higher education in the best way because he knows he's in debt.,loan,debt,4,,,
273,92,Depth4_336,Depth3_62,"However it will also help students weigh up their options, perhaps looking more at those that will lead to jobs with better salaries.",job,,4,,,
274,93,Depth4_338,Depth3_62,"If you get a non-returnable loan from school for very good academic results, you will not be worried about the money, if you are also resourceful, you will be looking for a casual job during a break in classes",loan,job,4,,,
275,94,Depth4_339,Depth3_63,"You do not need to pay straight away, the University is accessible as never before for everyone; young, mature, from less privileged backgrounds etc.",background,,4,,,
276,95,Depth4_341,Depth3_63,"Not everyone has to have a degree and there are cheaper ways to get a degree. Study abroad or work part-time, apply for funds or scholarships.",scholarship,,4,,,
277,96,Depth4_343,Depth3_63,"In this situation, the young person has to think seriously about his future and make some sacrifices for being able to pay off the loan, such as a part-time job.",loan,job,4,,,
278,97,Depth4_349,Depth3_64,"It is a part of being citizen, they use services such medical care, primary education for their kids, so by paying taxes they are contributing to the society as whole",tax,,4,,,
279,98,Depth4_353,Depth3_64,"Further education, although is not for everyone, so government should prioritize what is the best for everyone and education is free in a level that is thought to be required.",free,government,4,,,
280,99,Depth4_357,Depth3_64,"Our arms budget is low enough already, and if we were going to cut down taxes elsewhere, do you not agree it could be spent better for example, in the NHS? ",tax,,4,,,
281,100,Depth4_364,Depth3_65,Other countries have free higher education. Someone can have talent and therefore can get educated even if they don't have money. ,free,,4,,,
282,101,Depth4_368,Depth3_65,"I think if someone gets something for free, he does not appreciate it, if he pays for it from his own pocket, he respects it",free,,4,,,
283,102,Depth4_369,Depth3_66,"There is plenty Government support, it would be oblivious to think that you can get something without working hard. Even those who has good financial support from their families, have to study hard to gain good results. It is all about the knowledge what is available out there",government,,4,,,
284,103,Depth4_375,Depth3_66,That is a temporary condition and resolves itself once the students take that experience gained and get a job from it.,job,,4,,,
285,104,Depth4_380,Depth3_71,The better paid jobs come with a higher investment which is fair and risk worth taking.,job,,4,,,
286,105,Depth4_382,Depth3_71,"They would still end up earning more money with a better paid job, as it is only 9% of what they earn over a set amount. People should think about that before they take out a loan.",loan,job,4,,,
287,106,Depth4_386,Depth3_71,The quicker they pay it back then the less time they have the debt hanging over them. As they increase their salary then the loan will seem much more insignificant anyway. ,loan,debt,4,,,
288,107,Depth4_389,Depth3_72,"In my opinion, thanks to loans, the future master will actively seek work to pay off his debt",loan,debt,4,,,
289,108,Depth4_390,Depth3_72,"If the student does not have any other source of support, then this system is fair as it not forced and gives better jobs and salary for the debt incurred.",job,debt,4,,,
290,109,Depth4_393,Depth3_72,"Student loans allow further education for everyone, otherwise the funding would have to come from a graduate tax or a tax on everyone.",loan,tax,4,,,
291,110,Depth4_403,Depth3_73,"I agree in principle, however, a large proportion of the population will never go to university, therefore it would be unfair to let them pay for it through taxes.",tax,,4,,,
292,111,Depth4_404,Depth3_73,"Everybody pay taxes, so, you have a right to have access to university if you want.",tax,access,4,,,
293,112,Depth4_405,Depth3_73,Not everyone studies to be a doctor or teacher. We have to take some personal responsibility for this. Loans put the burden of paying only on those who chose to study it. ,loan,,4,,,
294,113,Depth4_412,Depth3_74,"It only takes that percentage once you earn a certain amount, it is a choice to take a degree and take on this debt. More information could be provided so people understand the financial ramifications.",debt,,4,,,
295,114,Depth4_416,Depth3_74,"There's no guarantee, but it puts you in a far better position. The amount deducted from your pay is actually relatively small, especially for a loan. ",loan,,4,,,
296,115,Depth4_417,Depth3_74,"It's better then apply taxes to everyone. With this system, only who wants to study needs to pay.",tax,,4,,,
297,116,Depth4_418,Depth3_74,"That's true, but if you will not find job with degree, you can always pay money back with longer time, with smaller interest.",job,interest,4,,,
298,117,Depth4_423,Depth3_75,"It's true that education is essential to better civilisation, but it IS accessible by all those who desire it. Nothing is impossible, there are plenty of options to earn money with a good job or even pay a loan.",loan,job,4,,,
299,118,Depth4_426,Depth3_75,There would be pressure to find a good job regardless - everybody needs money to live. The interest rates are much lower than normal loans. ,loan,job,4,interest,,
300,119,Depth4_427,Depth3_75,It is a good way of recent graduates to find a job quickly and the interest rates are not so high.,job,interest,4,,,
301,120,Depth4_433,Depth3_76,"There are loans about so no one pays fees up front anyway, only when they have secured a job. ",loan,job,4,,,
302,121,Depth4_434,Depth3_76,"Nothing is perfect in this life. You can get a decent job without a degree, but it's more difficult. You have more chanced if you have a degree.",job,,4,,,
303,122,Depth4_436,Depth3_76,"People can still get a well paid job if they don't go to university. They may have to work a little harder, but they should have been more careful and kept a good credit score anyway. ",job,,4,,,
304,123,Depth4_440,Depth3_81,"Other countries also value their education, although it is free, it is strictly necessary that students must pass all their courses and respect the meaning of free education, it is something that should not be compared so freely.",free,,4,,,
305,124,Depth4_446,Depth3_81,"Thanks to student loan programs, students are able to function normally and do not worry about additional expenses",loan,,4,,,
306,125,Depth4_447,Depth3_81,"Actually, the education is not free. Is free for the students, but the money comes from taxes. The taxes are low because Germany knows how to manage taxes very well.",free,tax,4,,,
307,126,Depth4_462,Depth3_83,"Exactly. If your income is less than a certain threshold, you won't have to pay back the loan. So if you cannot afford to serve the loan, you will not be forced.",loan,afford,4,,,
308,127,Depth4_465,Depth3_83,"Yes that is correct. However it is assumed that when you take out the student loan, that you do intend to get a good job and pay it back. ",loan,job,4,,,
309,128,Depth4_466,Depth3_83,"After graduation, many people get a much better job so they can afford to pay for loans. This is a normal bird in many European countries",loan,job,4,afford,,
310,129,Depth4_470,Depth3_84,"There is also the option of earning a scholarship true pure knowledge and efforts so, students don't necessarily need to put a load on their parents or themselves to get a good education.",scholarship,,4,,,
311,130,Depth4_471,Depth3_84,"That is why the loans are so flexible with when students can repay them. They can manage their current situation and once they get a better job after the degree with higher pay, they can repay the loan back.",loan,job,4,,,
312,131,Depth4_476,Depth3_84,"It's true that education is essential to better civilisation, but it IS accessible by all those who desire it. Nothing is impossible, there are plenty of options to earn money with a good job or even pay a loan.",loan,job,4,,,
313,132,Depth4_484,Depth3_85,I agree with A1 Free education would be wasted on some people. they should seek education in other schools,free,,4,,,
314,133,Depth4_486,Depth3_85,"Regardless whether education is a human right or not, making it free will only lower the quality available to everyone. Free education would be wasted on some people. ",free,,4,,,
315,134,Depth4_491,Depth3_86,"Each student has a different financial background and hence, it is fair to treat them differently based on their wealth.",background,,4,,,
316,135,Depth4_492,Depth3_86,"If they cannot repay the loan with their current income, they will not be forced. Everyone will pay according to their abilities, so that everyone can have a decent standard of living.",loan,,4,,,
317,136,Depth4_496,Depth3_86,Those who earn less must have greater help if the intent is to continue. It's Not beneficial for any student to have debts.,debt,,4,,,
318,137,Depth4_500,Depth3_91,The loans will be written off in the end and it is always a manageable rate to pay back meaning that it is affordable,loan,,4,,,
319,138,Depth4_504,Depth3_91,Young people choosing education should not have to take loans to learn. Science should finance the state to teach theoretically and practically its future employees.,loan,,4,,,
320,139,Depth4_505,Depth3_91,"In my opinion, it is an exaggeration to say that interest rates on student loans are high. For students there is a lower interest rate compared to other bank clients.
Going further, I do not agree that the loan repayment will take a very long time.",loan,interest,4,,,
321,140,Depth4_516,Depth3_92,"To say that they have little to no other options is disingenuous, there are many careers that do not require university education. If they wish to pursue a career path that requires a degree this is a commitment and choice they have to balance. ",career,,4,,,
322,141,Depth4_517,Depth3_92,"In that case, the students can get a job for one year at least before the university, to have a way to get access to a loan.",loan,job,4,access,,
323,142,Depth4_518,Depth3_92,"The interest rates are far lower than any other kind of loan. Contact time is generally quite low, so you could easily fit a job in around that. Plus, there are always other options available, such as apprenticeships. ",loan,job,4,interest,,
324,143,Depth4_523,Depth3_93,"there are no people in industrial occupations for this we have too many people behind the desk, they should seek education in other schools introduce school scholarships for poor but talented young people thanks to this, the willingness to learn will remain",scholarship,,4,,,
325,144,Depth4_526,Depth3_93,There are scholarships and the like that reduce the financial burden on bright students if they do not come from ideal economic backgrounds. ,scholarship,background,4,,,
326,145,Depth4_528,Depth3_93,There are grants and loans in place for that. It was announced recently that even universities like Cambridge are allocating extra places for low income students. ,loan,,4,,,
327,146,Depth4_533,Depth3_94,"What if the state invests in students with poor results if they do not learn well.
I think if someone gets something for free, he does not appreciate it, if he pays for it from his own pocket, he respects it",free,,4,,,
328,147,Depth4_535,Depth3_94,"I think that a college student who has financial problems always has the opportunity to receive a scholarship for the results of learning.
Additionally, he can also count on family help.",scholarship,,4,,,
329,148,Depth4_538,Depth3_94,"That's the responsibility of schools, not universities. They should make pupils aware of all the options available, such as scholarships. ",scholarship,,4,,,
330,149,Depth4_540,Depth3_95,"The loan doesn't count against their credit score and will be written off if they can't pay it back, so does not stop them from getting on with their lives ",loan,,4,,,
331,150,Depth4_544,Depth3_95,Student loans should be found and a subsidy system should be created which in later years could be received by the state in interest-free installments directly from wages and salaries.,loan,,4,,,
332,151,Depth4_545,Depth3_95,"The argument that not every student will find a financial situation to pay off the loan does not appeal to me, because in adult life you have to manage your finances in such a way as to be a plus.",loan,,4,,,
333,152,Depth4_550,Depth3_96,"Scholarships should take into account everyone's position so they provide the most benefit. If scholarships are for the extraordinary, then there can't be that many otherwise they are not extraordinary just good",scholarship,,4,,,
334,153,Depth4_553,Depth3_96,"If you get a non-returnable loan from school for very good academic results, you will not be worried about the money,
ÃÂ If you are also resourceful, you will be looking for a casual job during a break in the same classes you will be able to repair your budget",loan,job,4,,,
335,154,Depth4_558,Depth3_96,"it's possible, but not definite. They could always try other universities or subjects. Not to mention the option of studying abroad where scholarships are more readily available. ",scholarship,,4,,,
336,155,Depth4_561,Depth3_101,"The problem with no university fees is the possibility of overcrowding. Free education opens up institutions for everyone, while that is not a bad thing, this does cause the problem of overcrowding and too many on the same course. ",free,,4,,,
337,156,Depth4_562,Depth3_101,People who currently have poorly paid jobs and bad life choices are from a mix of backgrounds including people with degrees so that won't be gotten rid of.,job,background,4,,,
338,157,Depth4_564,Depth3_101,I come from a low income parent background and I see education a privilege and feel the value of paying for it keeps people in a stronger position for job prospects. Struggle sometimes is what makes people the best they can be.,job,background,4,,,
339,158,Depth4_571,Depth3_102,"Yes, you have a point but surely this would create an unequal society. Free education brings people from different cultures and backgrounds to the same school where the aspect of social class may play out. This has the risk of causing an unequal society.",free,background,4,,,
340,159,Depth4_572,Depth3_102,Debt is a way of funding things which would be hard or impossible to save for up front. The country itself is in significant debt and cannot afford to shoulder more debt just so uni students don't have to personally.,debt,afford,4,,,
341,160,Depth4_575,Depth3_102,"The current system of student loans does not affect credit rating and functions well as a ""graduate-tax"". This means only those who use it are charged and both they and the state are not overburdened.",loan,,4,,,
342,161,Depth4_576,Depth3_102,"Uni education should be paid for, if that means getting into debt then so be it. Tbh you get plenty of free time when at uni so go out & get a part time job or two to keep debt low. Too many students want to party, party, party",free,job,4,debt,,
343,162,Depth4_582,Depth3_103,That is making an enormous assumption based on a small number of candidates. Most people accept uni debt as part of the price of qualifying and adhere to repayment terms.,debt,,4,,,
344,163,Depth4_583,Depth3_103,"Yes student loans are only paid back when the person is earning a salary over a certain threshold. Therefore, the repayments will only be taken once the individual is in a decent job earning a reasonable amount of money.",loan,job,4,,,
345,164,Depth4_585,Depth3_103,"Student loan repayments are only charged over a certain 'earnings-threshold' and are canceled after 30 years and do not affect credit rating. They therefore behave more like a ""graduate-tax"" than a loan.",loan,,4,,,
346,165,Depth4_589,Depth3_104,The scholarships would be selective and so would have minimal effect of the impacts of the fees paid by paying students. Able students with lower incomes are able to benefit from the premium standard of education using subsidies from fee paying students,scholarship,,4,,,
347,166,Depth4_591,Depth3_104,"I am not saying this is for rich people only, I said exceptional student - this can be all backgrounds. ",background,,4,,,
348,167,Depth4_593,Depth3_104,"The fact that student loans are now available to everyone, actually makes education accessable to everyone and not just the rich: which used to be the case many years ago.",loan,,4,,,
349,168,Depth4_605,Depth3_105,This seems pointless. Graduates pay a percentage of their earnings after graduating. Is it not fairer to charge them based on how wealthy they become after graduating rather than how wealthy their background is?,background,,4,,,
350,169,Depth4_606,Depth3_105,Unless you earn the right to a scholarship then you should pay tuition fees & pay it back once earning a certain amount,scholarship,,4,,,
351,170,Depth4_609,Depth3_106,"If students are keen to go to university, they can apply for a scholarship to lessen / negate any loans. Loans can be paid off dependent on their circumstances. A good degree will achieve a higher rate of pay over time and improve prospects",loan,scholarship,4,,,
352,171,Depth4_611,Depth3_106,"However, the debts and interest rates will just get passed onto others via increased taxation. ",interest,debt,4,,,
353,172,Depth4_620,Depth3_111,Student loans should be available for everyone. It gives people a better chance in life to succeed in a career they want to achieve. Money should be irrelevant when it comes to people's ambitions and education.,loan,career,4,,,
354,173,Depth4_622,Depth3_111,"Loans will be available to all applicants and the payments will be means tested, so you will only ever be paying back an amount you can afford. The education will mean people can earn higher salaries and be less likely to live a life in debt.",loan,debt,4,afford,,
355,174,Depth4_625,Depth3_111,"The debt that they get into will be minimal compared to the salary from a good job, earned through achieving a degree. So it will be affordable to pay back and they will not notice the repayments. ",job,debt,4,,,
356,175,Depth4_633,Depth3_112,Courses and apprenticeships are a good alternative to a university degree for those from low income families. Scholarships should still be made available for those who demonstrate academic ability. Society gains as a whole from an educated population and the government should invest in this. ,scholarship,government,4,,,
357,176,Depth4_635,Depth3_112,It is ultimately the learners choice how they wish to gain further education. I think the fees and scholarship program will help motivate students who really want to study. ,scholarship,,4,,,
358,177,Depth4_636,Depth3_112,I think the prestige of a good university scholarship plus be more attractive to potential students,scholarship,,4,,,
359,178,Depth4_646,Depth3_113,That is not true as better qualified people will enable companies to be more productive and the government therefore benefits from increased taxes on company profits,tax,government,4,,,
360,179,Depth4_647,Depth3_113,"The majority of students that leave the university will be earning enough, which means the interest they pay back on their loans will cover the cost of the unpaid loans from others. This levels the debt but leaves the country better educated ",loan,interest,4,debt,,
361,180,Depth4_648,Depth3_113,Low income families wouldnt even consider uni if they didnt have the student loan. If removed then they wouldn't be given a fair a chance,loan,,4,,,
362,181,Depth4_653,Depth3_114,"Before taking out a loan, it should be compulsory to attend a meeting/lecture on what the loan entails and the debt that will accrue over time. without knowledge of this, financial pressure once leaving university could lead to further problems. ",loan,debt,4,,,
363,182,Depth4_656,Depth3_114,"People will only save up to go to university if they can afford, if people save this is not the fault of the loan system",loan,afford,4,,,
364,183,Depth4_657,Depth3_114,"Students cannot be blamed for flaws within the loan systems, this is the loan company's issue that needs to be corrected to allow people from all economic groups to be able to afford to better themselves",loan,afford,4,,,
365,184,Depth4_659,Depth3_115,It is understandable that it is a concern that people need to consider if they can afford it but a student loan is an investment in themselves and their future,loan,afford,4,,,
366,185,Depth4_666,Depth3_115,"Tuition fees are no the only factor accommodation costs are also a factor and this is no different to the housing market, I won't take a similar job in London because I couldn't afford to live their or commute from where I live know",job,afford,4,,,
367,186,Depth4_667,Depth3_115,"Although I take this on board, loan companies do offer maintenance loans to pay for daily living costs, students can get part time jobs and many universities do offer grants to students from low income backgrounds to encourage people from all backgrounds to access further education ",loan,job,4,access,background,
368,187,Depth4_669,Depth3_116,There are plenty of options to develop in a career path without university but if they wish to find a career that needs the formal education then they have that choice,career,,4,,,
369,188,Depth4_673,Depth3_116,"Not all 'good careers' require further study after 18. As long as the options are there, either way, young people should be encouraged to make the most of their talents, skills and passions.",career,,4,,,
370,189,Depth4_674,Depth3_116,No but further education leads to better jobs and also gives them more experience in life.,job,,4,,,
371,190,Depth4_679,Depth3_121,"The career they will end up in as a result of studying at university will be much higher paid than if they did not pursue these qualifications, so it is way worth it in the end.",career,,4,,,
372,191,Depth4_681,Depth3_121,"If they do not earn enough to repay the fees, they do not have to repay them until they do earn enough, thus, it does not present any financial strain on those who are concerned about loan repayment. ",loan,,4,,,
373,192,Depth4_687,Depth3_121,"Exactly, most people do not get jobs related to their degree and so fees are good for ensuring greater focus on people's careers. If fees were abolished the problem would be far worse.",job,career,4,,,
374,193,Depth4_689,Depth3_122,"So many people change their minds or waste their time and education during A-Levels (which are free), so having to pay for a higher education ensures they really do pick the right path and don't waste teachers' / lecturers time.",free,,4,,,
375,194,Depth4_691,Depth3_122,"The fees are a necessary part of going to university. The university must be able to sustain itself without relying wholly on the government. Those who lie in lower economic groups will be heavily subsidised by grants and extra student loans, therefore university is accessible to all, despite economic background.",loan,government,4,background,,
376,195,Depth4_698,Depth3_122,There is plenty of external help for hard to access careers for those who have the drive to work hard in the first place. This ensures the most passionate and motivated people are rewarded for their hard work.,access,career,4,,,
377,196,Depth4_699,Depth3_123,Access to such advice is not mandatory but should unquestionably be offered for such a huge life changing decision. ,access,,4,,,
378,197,Depth4_702,Depth3_123,"It is a choice, students can choose not to go to university and avoid the debt. In the same way, they can choose to go and sign up for the debt if it means they will have more opportunities later on. Students are not compelled to take HE pathways. ",debt,,4,,,
379,198,Depth4_703,Depth3_123,The student loan system for tuition fees is paid back at a small percentage depending on the individuals earnings. ,loan,,4,,,
380,199,Depth4_707,Depth3_123,Yes but that money isn' payable until they are earning above a certain threshold in their career and therefore should not put them off applying to university.,career,,4,,,
381,200,Depth4_712,Depth3_124,"If people are really put off by the debt, then they will be comfortable accessing an alternative to higher education, like an apprenticeship or a job. The debt burden is part and parcel of getting access to the opportunities that graduates have over people without a degree. ",job,access,4,debt,,
382,201,Depth4_716,Depth3_124,"Loans which are for university purposes have a lower interest rate than your typical loan. Therefore, again if they get a good job it should not be hard to pay back.",loan,job,4,interest,,
383,202,Depth4_717,Depth3_124,Yes but it is only repayable above a certain threshold and if the person never attains that threshold the debt will be erased.,debt,,4,,,
384,203,Depth4_724,Depth3_125,"We have to give everyone equal chance to succeed and end up with the best job they can, naturally there will be those who reach the top, and those who don't. ",job,,4,,,
385,204,Depth4_726,Depth3_125,Student's tend to go to university to study a topic they are passionate about not just for courses which are going to get them a job with the highest of high payment.,job,,4,,,
386,205,Depth4_727,Depth3_125,You cannot only charge fees for certain degrees as that would have far reaching consequences. People working in lower paid jobs may never have to repay any of the loan anyway if they do not earn above the threshold.,loan,job,4,,,
387,206,Depth4_735,Depth3_126,There would still be a shortage if most young people decided to go to university instead of going into more vocationally and apprenticeship type jobs. ,job,,4,,,
388,207,Depth4_736,Depth3_126,But if every student had the opportunity to go to university for free most would take it and some will not actually take the course seriously resulting in poor qualifications. There are also people who prefer working in construction.,free,,4,,,
389,208,Depth4_740,Depth3_131,"The loan repayments are affordable, have a low interest level and proportionate to wages therefore it won't be vast repayments as such ",loan,interest,4,,,
390,209,Depth4_744,Depth3_131,There isn't the public funding available to offer free university places to the growing number of students who wish to stay in education and achieve degrees.,free,,4,,,
391,210,Depth4_748,Depth3_131,Then tax payers have to pay for them instead and will also have less expendable income,tax,,4,,,
392,211,Depth4_749,Depth3_132,"If an individual is motivated to become something through going to university, fees and repayment will not stop them because student loan will help them and at the end of the course, they will be earning a good amount ",loan,,4,,,
393,212,Depth4_750,Depth3_132,"Those jobs you mention are vocations, people who chose to study them have thought about fees in making their decision. ",job,,4,,,
394,213,Depth4_751,Depth3_132,"The fees cover the experience you will gain, you cannot get education and improve yourself for free. The life time benefits in terms of experience, well being and income increases from being in a high paid profession are worth it",free,,4,,,
395,214,Depth4_764,Depth3_133,Because it is impossible to begin selecting which jobs are morally good enough that they deserve to have their fees scrapped. Everyone will have their own opinion as to which jobs contribute back to society.,job,,4,,,
396,215,Depth4_766,Depth3_133,Everyone who has a job is contributing to society and to the economy so I'm not sure why those professions should be singled out. It costs the university money to teach them and it costs the government money to provide financial support so why should this not be repaid,job,government,4,,,
397,216,Depth4_767,Depth3_133,"They have used a service to train them for their chosen career, so why should you not pay for a service.",career,,4,,,
398,217,Depth4_773,Depth3_134,"Although all sorts of careers are useful in society, some are harder to get into",career,,4,,,
399,218,Depth4_774,Depth3_134,"University fees are the same for everyone across the board (at the same university). If a person from a lower-income background is talented enough, they will have the same chances of getting the job.",job,background,4,,,
400,219,Depth4_785,Depth3_135,"If a degree is not needed to do a certain job then it is personal choice to progress down that path, and they should accept the fees.",job,,4,,,
401,220,Depth4_793,Depth3_136,"If young peoples university fees are paid for, there will be many students studying courses that they are not fully interested in because they will not have the question of whether university is worth being in debt for in their mind",debt,,4,,,
402,221,Depth4_794,Depth3_136,I agree. The education in high schools/colleges should give the advantages and disadvantages of both university education and apprenticeships. Some people will benefit from learning on the job rather than academia.,job,,4,,,
403,222,Depth4_796,Depth3_136,"I agree that university is not the answer to everything and there are many career avenues available, however for those who want to go it only seems fair that they pay for this service",career,,4,,,
404,223,Depth4_797,Depth3_136,"Other people shouldn't have increased taxes due to free education , if you want to go to university it is your choice so you should be accountable for the fees.",free,tax,4,,,
405,224,Depth4_799,Depth3_141,"you don't have to pay the debt off until you're earning a certain amount and even when you do, it's a tiny fraction, still giving you enough money to live off",debt,,4,,,
406,225,Depth4_801,Depth3_141,You don't have to repay the debt at an unrealistic rate if you do take the loan you would find the repayment manageable even on lesser earning jobs,loan,job,4,debt,,
407,226,Depth4_804,Depth3_141,the interest rates will be very low so students who go on to graduate and get good jobs will be paying back the loan at a cheaper rate than if they took out a loan elsewhere to keep studying. ,loan,job,4,interest,,
408,227,Depth4_811,Depth3_142,Everyone does have a choice on what they want to do if you are not happy in your job you are entitled to move,job,,4,,,
409,228,Depth4_813,Depth3_142,"by choosing to complete a degree increases maturity, life experiences and a passion for your job",job,,4,,,
410,229,Depth4_814,Depth3_142,those in a non stem field can still get good jobs and it is only when they earn a certain amount they will start paying off their loan slowly. ,loan,job,4,,,
411,230,Depth4_820,Depth3_143,"Not everyone goes to university though, which is annoying for them because they would be paying much higher taxes for something they do not care about",tax,,4,,,
412,231,Depth4_821,Depth3_143,University is not an essential service it is higher education. If that was the case then everyone should have access to university regardless of exam results. It's just not feasible ,access,,4,,,
413,232,Depth4_824,Depth3_143,"Plain and simple those who study at university need to pay the services, we have had student loans for decades now. Not everyone wants to study at university and will probably work and pay taxes anyway, ",loan,tax,4,,,
414,233,Depth4_831,Depth3_144,Student loans are vital for those not in positions to pay for tuition fees upfront it has a much more positive factor than a negative factor. The fact it allows people who wouldn't usually be able to go to go can have a great benefit to society ,loan,,4,,,
415,234,Depth4_833,Depth3_144,I dont believe people go to university clueless. They have chosen to follow a career path that a lot of thought has gone into.,career,,4,,,
416,235,Depth4_835,Depth3_144,Free university education would encourage even more of what you have just suggested (people going to university without any idea where they're heading).,free,,4,,,
417,236,Depth4_839,Depth3_145,"if they don't get a ""good"" job, then they don't have to pay back their debt until they do. Being university schooled, they should be able to get a better job when it becomes available, ",job,debt,4,,,
418,237,Depth4_845,Depth3_145,The students will only ever have to pay back the loan at a rate they they can reasonably afford.,loan,afford,4,,,
419,238,Depth4_848,Depth3_145,that should not be sufficient argument to increase the tax burden on all in society. surely your argument supports limiting places in universities to prevent overcrowding in the graduate market?,tax,,4,,,
420,239,Depth4_852,Depth3_146,"There is no rush to pay it back, it is just like tax. Automatically taken after a certain income",tax,,4,,,
421,240,Depth4_855,Depth3_146,"As I have pointed out earlier, the graduates will not have to worry if they don't get a job because this will likely mean they aren't earning enough to pay the loan back.",loan,job,4,,,
422,241,Depth4_858,Depth3_146,"But once university finished there should not be a requirement for post graduates to be supported through means other than those in wider society, unemployment benefit and the like. There are huge 8ncentives for students from poorer backgrounds but this should not go further.",background,,4,,,
423,242,Depth4_860,Depth3_151,"The debt is only paid back once you earn over a certain figure, this is then repaid at 9% of the amount over this figure. Earning less than this will mean you never have to repay your loan.",loan,debt,4,,,
424,243,Depth4_862,Depth3_151,"Student fees are less like a debt and more like a tax, and the government is very lenient on how they are paid back. People who want a university education should be willing to accept the fees as something that is necessary. ",tax,government,4,debt,,
425,244,Depth4_866,Depth3_151,Fees help students to value education and take it seriously. It gives them an insight into the real world and helps them recognise that not everything will be free and they will indeed have to work for it.,free,,4,,,
426,245,Depth4_872,Depth3_152,"It doesn't matter whether or not they have their own expenses to deal with, as they will only have to pay back university loans after they start making a certain amount of money, and after around 30 years the debt is dropped completely anyway.",loan,debt,4,,,
427,246,Depth4_875,Depth3_152,There is lots of finical support for a young person during there time studying. A young person should be encouraged to have a part time job as well as studying as this prepares them for working life.,job,,4,,,
428,247,Depth4_878,Depth3_152,There is a bursary which provides a basic amount for expenses. Depending on the course a part time job might not be too intrusive on study and class time.,job,,4,,,
429,248,Depth4_880,Depth3_153,"After 30 years the debt is wiped from the record, meaning that even if they don't fully repay their loan after this amount of time they do not need to worry about it.",loan,debt,4,,,
430,249,Depth4_882,Depth3_153,"It doesn't even matter if it's impossible to pay back, because after a while the government won't make you pay it back anyway. Even when you do pay it back after you're making a certain amount of money per year, only a small amount is taken each month.",government,,4,,,
431,250,Depth4_883,Depth3_153,"As discussed previously, this is only paid above a threshold for a certain amount of time. This means that the government is having to supplement this proportion that hasn't been paid off. Although the interest accumulates, this doesn't influence the repayments taken from salaries.",interest,government,4,,,
432,251,Depth4_902,Depth3_155,"Working part-time should not affect the work of a student who is smart enough to earn a scholarship, if it does it is up to that student not to let it get in the way of their work. ",scholarship,,4,,,
433,252,Depth4_906,Depth3_155,Yes but government support through maintenance loans relives the burden on the individual so they do not have to heavily rely on the income from a part time job. Students are not being left to fend for themselves.,loan,job,4,government,,
434,253,Depth4_907,Depth3_155,"Removing the university fees wouldn't increase their income, as they wouldn't see any of the ÃÂÃÂ£9000 debt being saved",debt,,4,,,
